Date;china_close;china_return;china_op
14-06-2019;2881.974121;-0.998164619;0
17-06-2019;2887.62207;0.195591697;1
18-06-2019;2890.157959;0.087742228;1
19-06-2019;2917.802979;0.947460133;1
20-06-2019;2987.118896;2.320494075;1
21-06-2019;3001.97998;0.495042742;1
24-06-2019;3008.147949;0.205042076;1
25-06-2019;2982.073975;-0.874357049;0
26-06-2019;2976.283936;-0.194539201;0
27-06-2019;2996.792969;0.684366028;1
28-06-2019;2978.87793;-0.601402253;0
01-07-2019;3044.903076;2.168382518;1
02-07-2019;3043.943115;-0.031536759;0
03-07-2019;3015.262939;-0.951166667;0
04-07-2019;3005.249023;-0.333214184;0
05-07-2019;3011.059082;0.192957323;1
08-07-2019;2933.363037;-2.648701985;0
09-07-2019;2928.22998;-0.175295555;0
10-07-2019;2915.302002;-0.443452445;0
11-07-2019;2917.760986;0.084276403;1
12-07-2019;2930.550049;0.436404866;1
15-07-2019;2942.189941;0.395620005;1
16-07-2019;2937.620117;-0.155562116;0
17-07-2019;2931.689941;-0.202278417;0
18-07-2019;2901.179932;-1.051641391;0
19-07-2019;2924.199951;0.787224519;1
22-07-2019;2886.974121;-1.28944107;0
23-07-2019;2899.939941;0.447106501;1
24-07-2019;2923.280029;0.798421218;1
25-07-2019;2937.360107;0.479344632;1
26-07-2019;2944.540039;0.243838831;1
29-07-2019;2941.01001;-0.120027779;0
30-07-2019;2952.340088;0.383766018;1
31-07-2019;2932.51001;-0.676215185;0
01-08-2019;2908.77002;-0.816152182;0
02-08-2019;2867.840088;-1.427204124;0
05-08-2019;2821.5;-1.642391919;0
06-08-2019;2777.555908;-1.58211368;0
07-08-2019;2768.679932;-0.320585124;0
08-08-2019;2794.552002;0.925803849;1
09-08-2019;2774.75;-0.71364995;0
12-08-2019;2814.98999;1.42948963;1
13-08-2019;2797.26001;-0.633833821;0
14-08-2019;2808.909912;0.414748154;1
15-08-2019;2815.800049;0.244695535;1
16-08-2019;2823.820068;0.284013103;1
19-08-2019;2883.100098;2.056121119;1
20-08-2019;2880;-0.107642292;0
21-08-2019;2880.330078;0.011459728;1
22-08-2019;2883.439941;0.107852533;1
23-08-2019;2897.429932;0.482841391;1
26-08-2019;2863.570068;-1.182435324;0
27-08-2019;2902.189941;1.330714867;1
28-08-2019;2893.76001;-0.291314102;0
29-08-2019;2890.919922;-0.09824167;0
30-08-2019;2886.23999;-0.162146322;0
02-09-2019;2924.105957;1.294958786;1
03-09-2019;2930.149902;0.206267433;1
04-09-2019;2957.409912;0.921752845;1
05-09-2019;2985.860107;0.952830809;1
06-09-2019;2999.600098;0.45806076;1
09-09-2019;3024.73999;0.83114225;1
10-09-2019;3021.199951;-0.117173277;0
11-09-2019;3008.810059;-0.41178711;0
12-09-2019;3031.23999;0.73995893;1
16-09-2019;3030.75;-0.016167285;0
17-09-2019;2978.120117;-1.767218276;0
18-09-2019;2985.659912;0.252533618;1
19-09-2019;2999.280029;0.454112883;1
20-09-2019;3006.449951;0.238484662;1
23-09-2019;2977.080078;-0.986532852;0
24-09-2019;2985.340088;0.276685729;1
25-09-2019;2955.429932;-1.012040775;0
26-09-2019;2929.090088;-0.899250047;0
27-09-2019;2932.169922;0.105036;1
30-09-2019;2905.189941;-0.92868217;0
08-10-2019;2913.570068;0.287624008;1
09-10-2019;2924.860107;0.386002701;1
10-10-2019;2947.709961;0.775173077;1
11-10-2019;2973.659912;0.87266035;1
14-10-2019;3007.879883;1.137677445;1
15-10-2019;2991.050049;-0.562673099;0
16-10-2019;2978.709961;-0.414276253;0
17-10-2019;2977.330078;-0.046346323;0
18-10-2019;2938.139893;-1.333843398;0
